year,week,date,home_team,away_team,home_score,away_score
2022,14,2022-12-11,TEN,JAX,22,36
2022,14,2022-12-11,NYG,PHI,22,48
2022,14,2022-12-11,PIT,BAL,14,16
2022,14,2022-12-11,DEN,KC,28,34
2022,14,2022-12-11,SEA,CAR,24,30
2022,14,2022-12-11,SF,TB,35,7
2022,14,2022-12-11,LAC,MIA,23,17
2022,14,2022-12-12,ARI,NE,13,27
2022,15,2022-12-15,SEA,SF,13,21
2022,15,2022-12-17,MIN,IND,39,36
2022,15,2022-12-17,CLE,BAL,13,3
2022,15,2022-12-17,BUF,MIA,32,29
2022,15,2022-12-18,NO,ATL,21,18
2022,15,2022-12-18,CAR,PIT,16,24
2022,15,2022-12-18,CHI,PHI,20,25
2022,15,2022-12-18,JAX,DAL,40,34
2022,15,2022-12-18,NYJ,DET,17,20
2022,15,2022-12-18,HOU,KC,24,30
2022,15,2022-12-18,DEN,ARI,24,15
2022,15,2022-12-18,LV,NE,30,24
2022,15,2022-12-18,TB,CIN,23,34
2022,15,2022-12-18,LAC,TEN,17,14
2022,15,2022-12-18,WAS,NYG,12,20
2022,15,2022-12-19,GB,LAR,24,12
2022,16,2022-12-22,NYJ,JAX,3,19
2022,16,2022-12-24,BAL,ATL,17,9
2022,16,2022-12-24,CHI,BUF,13,35
2022,16,2022-12-24,CAR,DET,37,23
2022,16,2022-12-24,NE,CIN,18,22
2022,16,2022-12-24,CLE,NO,10,17
2022,16,2022-12-24,TEN,HOU,14,19
2022,16,2022-12-24,KC,SEA,24,10
2022,16,2022-12-24,MIN,NYG,27,24
2022,16,2022-12-24,SF,WAS,37,20
2022,16,2022-12-24,DAL,PHI,40,34
2022,16,2022-12-24,PIT,LV,13,10
2022,16,2022-12-25,MIA,GB,20,26
2022,16,2022-12-25,LAR,DEN,51,14
2022,16,2022-12-25,ARI,TB,16,19
2022,16,2022-12-26,IND,LAC,3,20
2022,17,2022-12-29,TEN,DAL,13,27
2022,17,2023-01-01,ATL,ARI,20,19
2022,17,2023-01-01,TB,CAR,30,24
2022,17,2023-01-01,DET,CHI,41,10
2022,17,2023-01-01,WAS,CLE,10,24
2022,17,2023-01-01,NYG,IND,38,10
2022,17,2023-01-01,KC,DEN,27,24
2022,17,2023-01-01,HOU,JAX,3,31
2022,17,2023-01-01,NE,MIA,23,21
2022,17,2023-01-01,PHI,NO,10,20
2022,17,2023-01-01,SEA,NYJ,23,6
2022,17,2023-01-01,LV,SF,34,37
2022,17,2023-01-01,GB,MIN,41,17
2022,17,2023-01-01,LAC,LAR,31,10
2022,17,2023-01-01,BAL,PIT,13,16
2022,18,2023-01-07,LV,KC,13,31
2022,18,2023-01-07,JAX,TEN,20,16
2022,18,2023-01-08,BUF,NE,35,23
2022,18,2023-01-08,CIN,BAL,27,16
2022,18,2023-01-08,ATL,TB,30,17
2022,18,2023-01-08,NO,CAR,7,10
2022,18,2023-01-08,CHI,MIN,13,29
2022,18,2023-01-08,PIT,CLE,28,14
2022,18,2023-01-08,IND,HOU,31,32
2022,18,2023-01-08,MIA,NYJ,11,6
2022,18,2023-01-08,SF,ARI,38,13
2022,18,2023-01-08,WAS,DAL,26,6
2022,18,2023-01-08,DEN,LAC,31,28
2022,18,2023-01-08,PHI,NYG,22,16
2022,18,2023-01-08,SEA,LAR,19,16
2022,18,2023-01-08,GB,DET,16,20
2023,1,2023-09-07,KC,DET,20,21
2023,1,2023-09-10,ATL,CAR,24,10
2023,1,2023-09-10,CLE,CIN,24,3
2023,1,2023-09-10,IND,JAX,21,31
2023,1,2023-09-10,WAS,ARI,20,16
2023,1,2023-09-10,BAL,HOU,25,9
2023,1,2023-09-10,MIN,TB,17,20
2023,1,2023-09-10,NO,TEN,16,15
2023,1,2023-09-10,PIT,SF,7,30
2023,1,2023-09-10,CHI,GB,20,38
2023,1,2023-09-10,DEN,LV,16,17
2023,1,2023-09-10,LAC,MIA,34,36
2023,1,2023-09-10,NE,PHI,20,25
2023,1,2023-09-10,SEA,LAR,13,30
2023,1,2023-09-10,NYG,DAL,0,40
2023,1,2023-09-11,NYJ,BUF,22,16
2023,2,2023-09-14,PHI,MIN,34,28
2023,2,2023-09-17,ATL,GB,25,24
2023,2,2023-09-17,BUF,LV,38,10
2023,2,2023-09-17,TB,CHI,27,17
2023,2,2023-09-17,CIN,BAL,24,27
2023,2,2023-09-17,HOU,IND,20,31
2023,2,2023-09-17,DET,SEA,31,37
2023,2,2023-09-17,JAX,KC,9,17
2023,2,2023-09-17,TEN,LAC,27,24
2023,2,2023-09-17,ARI,NYG,28,31
2023,2,2023-09-17,LAR,SF,23,30
2023,2,2023-09-17,DAL,NYJ,30,10
2023,2,2023-09-17,DEN,WAS,33,35
2023,2,2023-09-17,NE,MIA,17,24
2023,2,2023-09-18,CAR,NO,17,20
2023,2,2023-09-18,PIT,CLE,26,22
2023,3,2023-09-21,SF,NYG,30,12
2023,3,2023-09-24,DET,ATL,20,6
2023,3,2023-09-24,WAS,BUF,3,37
2023,3,2023-09-24,CLE,TEN,27,3
2023,3,2023-09-24,BAL,IND,19,22
2023,3,2023-09-24,MIA,DEN,70,20
2023,3,2023-09-24,GB,NO,18,17
2023,3,2023-09-24,JAX,HOU,17,37
2023,3,2023-09-24,MIN,LAC,24,28
2023,3,2023-09-24,NYJ,NE,10,15
2023,3,2023-09-24,SEA,CAR,37,27
2023,3,2023-09-24,KC,CHI,41,10
2023,3,2023-09-24,ARI,DAL,28,16
2023,3,2023-09-24,LV,PIT,18,23
2023,3,2023-09-25,TB,PHI,11,25
2023,3,2023-09-25,CIN,LAR,19,16
2023,4,2023-09-28,GB,DET,20,34
2023,4,2023-10-01,JAX,ATL,23,7
2023,4,2023-10-01,BUF,MIA,48,20
2023,4,2023-10-01,CAR,MIN,13,21
2023,4,2023-10-01,CHI,DEN,28,31
2023,4,2023-10-01,TEN,CIN,27,3
2023,4,2023-10-01,CLE,BAL,3,28
2023,4,2023-10-01,IND,LAR,23,29
2023,4,2023-10-01,HOU,PIT,30,6
2023,4,2023-10-01,NO,TB,9,26
2023,4,2023-10-01,PHI,WAS,34,31
2023,4,2023-10-01,LAC,LV,24,17
2023,4,2023-10-01,SF,ARI,35,16
2023,4,2023-10-01,DAL,NE,38,3
2023,4,2023-10-01,NYJ,KC,20,23
2023,4,2023-10-02,NYG,SEA,3,24
2023,5,2023-10-05,WAS,CHI,20,40
2023,5,2023-10-08,BUF,JAX,20,25
2023,5,2023-10-08,ATL,HOU,21,19
2023,5,2023-10-08,DET,CAR,42,24
2023,5,2023-10-08,IND,TEN,23,16
2023,5,2023-10-08,MIA,NYG,31,16
2023,5,2023-10-08,NE,NO,0,34
2023,5,2023-10-08,PIT,BAL,17,10
2023,5,2023-10-08,ARI,CIN,20,34
2023,5,2023-10-08,LAR,PHI,14,23
2023,5,2023-10-08,DEN,NYJ,21,31
2023,5,2023-10-08,MIN,KC,20,27
2023,5,2023-10-08,SF,DAL,42,10
2023,5,2023-10-09,LV,GB,17,13
2023,6,2023-10-12,KC,DEN,19,8
2023,6,2023-10-15,TEN,BAL,16,24
2023,6,2023-10-15,CLE,SF,19,17
2023,6,2023-10-15,ATL,WAS,16,24
2023,6,2023-10-15,MIA,CAR,42,21
2023,6,2023-10-15,CHI,MIN,13,19
2023,6,2023-10-15,CIN,SEA,17,13
2023,6,2023-10-15,JAX,IND,37,20
2023,6,2023-10-15,HOU,NO,20,13
2023,6,2023-10-15,LV,NE,21,17
2023,6,2023-10-15,LAR,ARI,26,9
2023,6,2023-10-15,TB,DET,6,20
2023,6,2023-10-15,NYJ,PHI,20,14
2023,6,2023-10-15,BUF,NYG,14,9
2023,6,2023-10-16,LAC,DAL,17,20
2023,7,2023-10-19,NO,JAX,24,31
2023,7,2023-10-22,IND,CLE,38,39
2023,7,2023-10-22,TB,ATL,13,16
2023,7,2023-10-22,NE,BUF,29,25
2023,7,2023-10-22,CHI,LV,30,12
2023,7,2023-10-22,BAL,DET,38,6
2023,7,2023-10-22,NYG,WAS,14,7
2023,7,2023-10-22,LAR,PIT,17,24
2023,7,2023-10-22,SEA,ARI,20,10
2023,7,2023-10-22,DEN,GB,19,17
2023,7,2023-10-22,KC,LAC,31,17
2023,7,2023-10-22,PHI,MIA,31,17
2023,7,2023-10-23,MIN,SF,22,17
2023,8,2023-10-26,BUF,TB,24,18
2023,8,2023-10-29,CAR,HOU,15,13
2023,8,2023-10-29,DAL,LAR,43,20
2023,8,2023-10-29,GB,MIN,10,24
2023,8,2023-10-29,TEN,ATL,28,23
2023,8,2023-10-29,IND,NO,27,38
2023,8,2023-10-29,PIT,JAX,10,20
2023,8,2023-10-29,MIA,NE,31,17
2023,8,2023-10-29,NYG,NYJ,10,13
2023,8,2023-10-29,WAS,PHI,31,38
2023,8,2023-10-29,SEA,CLE,24,20
2023,8,2023-10-29,SF,CIN,17,31
2023,8,2023-10-29,ARI,BAL,24,31
2023,8,2023-10-29,DEN,KC,24,9
2023,8,2023-10-29,LAC,CHI,30,13
2023,8,2023-10-30,DET,LV,26,14
2023,9,2023-11-02,PIT,TEN,20,16
2023,9,2023-11-05,KC,MIA,21,14
2023,9,2023-11-05,CLE,ARI,27,0
2023,9,2023-11-05,GB,LAR,20,3
2023,9,2023-11-05,HOU,TB,39,37
2023,9,2023-11-05,ATL,MIN,28,31
2023,9,2023-11-05,NO,CHI,24,17
2023,9,2023-11-05,NE,WAS,17,20
2023,9,2023-11-05,BAL,SEA,37,3
2023,9,2023-11-05,CAR,IND,13,27
2023,9,2023-11-05,PHI,DAL,28,23
2023,9,2023-11-05,LV,NYG,30,6
2023,9,2023-11-05,CIN,BUF,24,18
2023,9,2023-11-06,NYJ,LAC,6,27
2023,10,2023-11-09,CHI,CAR,16,13
2023,10,2023-11-12,NE,IND,6,10
2023,10,2023-11-12,CIN,HOU,27,30
2023,10,2023-11-12,BAL,CLE,31,33
2023,10,2023-11-12,PIT,GB,23,19
2023,10,2023-11-12,JAX,SF,3,34
2023,10,2023-11-12,TB,TEN,20,6
2023,10,2023-11-12,MIN,NO,27,19
2023,10,2023-11-12,LAC,DET,38,41
2023,10,2023-11-12,ARI,ATL,25,23
2023,10,2023-11-12,DAL,NYG,49,17
2023,10,2023-11-12,SEA,WAS,29,26
2023,10,2023-11-12,LV,NYJ,16,12
2023,10,2023-11-13,BUF,DEN,22,24
2023,11,2023-11-16,BAL,CIN,34,20
2023,11,2023-11-19,CAR,DAL,10,33
2023,11,2023-11-19,CLE,PIT,13,10
2023,11,2023-11-19,GB,LAC,23,20
2023,11,2023-11-19,JAX,TEN,34,14
2023,11,2023-11-19,MIA,LV,20,13
2023,11,2023-11-19,DET,CHI,31,26
2023,11,2023-11-19,HOU,ARI,21,16
2023,11,2023-11-19,WAS,NYG,19,31
2023,11,2023-11-19,SF,TB,27,14
2023,11,2023-11-19,LAR,SEA,17,16
2023,11,2023-11-19,BUF,NYJ,32,6
2023,11,2023-11-19,DEN,MIN,21,20
2023,11,2023-11-20,KC,PHI,17,21
2023,12,2023-11-23,DET,GB,22,29
2023,12,2023-11-23,DAL,WAS,45,10
2023,12,2023-11-23,SEA,SF,13,31
2023,12,2023-11-24,NYJ,MIA,13,34
2023,12,2023-11-26,ATL,NO,24,15
2023,12,2023-11-26,TEN,CAR,17,10
2023,12,2023-11-26,CIN,PIT,10,16
2023,12,2023-11-26,IND,TB,27,20
2023,12,2023-11-26,HOU,JAX,21,24
2023,12,2023-11-26,NYG,NE,10,7
2023,12,2023-11-26,DEN,CLE,29,12
2023,12,2023-11-26,ARI,LAR,14,37
2023,12,2023-11-26,LV,KC,17,31
2023,12,2023-11-26,PHI,BUF,37,34
2023,12,2023-11-26,LAC,BAL,10,20
2023,12,2023-11-27,MIN,CHI,10,12
2023,13,2023-11-30,DAL,SEA,41,35
2023,13,2023-12-03,NYJ,ATL,8,13
2023,13,2023-12-03,TEN,IND,28,31
2023,13,2023-12-03,HOU,DEN,22,17
2023,13,2023-12-03,NO,DET,28,33
2023,13,2023-12-03,WAS,MIA,15,45
2023,13,2023-12-03,NE,LAC,0,6
2023,13,2023-12-03,PIT,ARI,10,24
2023,13,2023-12-03,TB,CAR,21,18
2023,13,2023-12-03,LAR,CLE,36,19
2023,13,2023-12-03,PHI,SF,19,42
2023,13,2023-12-03,GB,KC,27,19
2023,13,2023-12-04,JAX,CIN,31,34
2023,14,2023-12-07,PIT,NE,18,21
2023,14,2023-12-10,ATL,TB,25,29
2023,14,2023-12-10,NO,CAR,28,6
2023,14,2023-12-10,CHI,DET,28,13
2023,14,2023-12-10,CIN,IND,34,14
2023,14,2023-12-10,CLE,JAX,31,27
2023,14,2023-12-10,NYJ,HOU,30,6
2023,14,2023-12-10,BAL,LAR,37,31
2023,14,2023-12-10,LV,MIN,0,3
2023,14,2023-12-10,SF,SEA,28,16
2023,14,2023-12-10,KC,BUF,17,20
2023,14,2023-12-10,LAC,DEN,7,24
2023,14,2023-12-10,DAL,PHI,33,13
2023,14,2023-12-11,NYG,GB,24,22
2023,14,2023-12-11,MIA,TEN,27,28
2023,15,2023-12-14,LV,LAC,63,21
2023,15,2023-12-16,CIN,MIN,27,24
2023,15,2023-12-16,IND,PIT,30,13
2023,15,2023-12-16,DET,DEN,42,17
2023,15,2023-12-17,CAR,ATL,9,7
2023,15,2023-12-17,CLE,CHI,20,17
2023,15,2023-12-17,GB,TB,20,34
2023,15,2023-12-17,TEN,HOU,16,19
2023,15,2023-12-17,NE,KC,17,27
2023,15,2023-12-17,MIA,NYJ,30,0
2023,15,2023-12-17,NO,NYG,24,6
2023,15,2023-12-17,ARI,SF,29,45
2023,15,2023-12-17,LAR,WAS,28,20
2023,15,2023-12-17,BUF,DAL,31,10
2023,15,2023-12-17,JAX,BAL,7,23
2023,15,2023-12-18,SEA,PHI,20,17
2023,16,2023-12-21,LAR,NO,30,22
2023,16,2023-12-23,PIT,CIN,34,11
2023,16,2023-12-23,LAC,BUF,22,24
2023,16,2023-12-24,ATL,IND,29,10
2023,16,2023-12-24,CAR,GB,30,33
2023,16,2023-12-24,HOU,CLE,22,36
2023,16,2023-12-24,MIN,DET,24,30
2023,16,2023-12-24,NYJ,WAS,30,28
2023,16,2023-12-24,TEN,SEA,17,20
2023,16,2023-12-24,TB,JAX,30,12
2023,16,2023-12-24,CHI,ARI,27,16
2023,16,2023-12-24,MIA,DAL,22,20
2023,16,2023-12-24,DEN,NE,23,26
2023,16,2023-12-25,KC,LV,14,20
2023,16,2023-12-25,PHI,NYG,33,25
2023,16,2023-12-25,SF,BAL,19,33
2023,17,2023-12-28,CLE,NYJ,37,20
2023,17,2023-12-30,DAL,DET,20,19
2023,17,2023-12-31,CHI,ATL,37,17
2023,17,2023-12-31,BUF,NE,27,21
2023,17,2023-12-31,JAX,CAR,26,0
2023,17,2023-12-31,IND,LV,23,20
2023,17,2023-12-31,PHI,ARI,31,35
2023,17,2023-12-31,HOU,TEN,26,3
2023,17,2023-12-31,BAL,MIA,56,19
2023,17,2023-12-31,TB,NO,13,23
2023,17,2023-12-31,NYG,LAR,25,26
2023,17,2023-12-31,WAS,SF,10,27
2023,17,2023-12-31,SEA,PIT,23,30
2023,17,2023-12-31,KC,CIN,25,17
2023,17,2023-12-31,DEN,LAC,16,9
2023,17,2023-12-31,MIN,GB,10,33
2023,18,2024-01-06,BAL,PIT,10,17
2023,18,2024-01-06,IND,HOU,19,23
2023,18,2024-01-07,NO,ATL,48,17
2023,18,2024-01-07,CAR,TB,0,9
2023,18,2024-01-07,CIN,CLE,31,14
2023,18,2024-01-07,DET,MIN,30,20
2023,18,2024-01-07,TEN,JAX,28,20
2023,18,2024-01-07,NE,NYJ,3,17
2023,18,2024-01-07,GB,CHI,17,9
2023,18,2024-01-07,ARI,SEA,20,21
2023,18,2024-01-07,WAS,DAL,10,38
2023,18,2024-01-07,LV,DEN,27,14
2023,18,2024-01-07,LAC,KC,12,13
2023,18,2024-01-07,NYG,PHI,27,10
2023,18,2024-01-07,SF,LAR,20,21
2023,18,2024-01-07,MIA,BUF,14,21
2024,1,2024-09-05,KC,BAL,27,20
2024,1,2024-09-06,PHI,GB,34,29
2024,1,2024-09-08,ATL,PIT,10,18
2024,1,2024-09-08,BUF,ARI,34,28
2024,1,2024-09-08,NO,CAR,47,10
2024,1,2024-09-08,CHI,TEN,24,17
2024,1,2024-09-08,CIN,NE,10,16
2024,1,2024-09-08,IND,HOU,27,29
2024,1,2024-09-08,MIA,JAX,20,17
2024,1,2024-09-08,NYG,MIN,6,28
2024,1,2024-09-08,SEA,DEN,26,20
2024,1,2024-09-08,LAC,LV,22,10
2024,1,2024-09-08,CLE,DAL,17,33
2024,1,2024-09-08,TB,WAS,37,20
2024,1,2024-09-08,DET,LAR,26,20
2024,1,2024-09-09,SF,NYJ,32,19
2024,2,2024-09-12,MIA,BUF,10,31
2024,2,2024-09-15,CAR,LAC,3,26
2024,2,2024-09-15,JAX,CLE,13,18
2024,2,2024-09-15,GB,IND,16,10
2024,2,2024-09-15,DAL,NO,19,44
2024,2,2024-09-15,DET,TB,16,20
2024,2,2024-09-15,MIN,SF,23,17
2024,2,2024-09-15,NE,SEA,20,23
2024,2,2024-09-15,WAS,NYG,21,18
2024,2,2024-09-15,TEN,NYJ,17,24
2024,2,2024-09-15,BAL,LV,23,26
2024,2,2024-09-15,ARI,LAR,41,10
2024,2,2024-09-15,KC,CIN,26,25
2024,2,2024-09-15,DEN,PIT,6,13
2024,2,2024-09-15,HOU,CHI,19,13
2024,2,2024-09-16,PHI,ATL,21,22
2024,3,2024-09-19,NYJ,NE,24,3
2024,3,2024-09-22,IND,CHI,21,16
2024,3,2024-09-22,CLE,NYG,15,21
2024,3,2024-09-22,TB,DEN,7,26
2024,3,2024-09-22,TEN,GB,14,30
2024,3,2024-09-22,MIN,HOU,34,7
2024,3,2024-09-22,NO,PHI,12,15
2024,3,2024-09-22,PIT,LAC,20,10
2024,3,2024-09-22,LV,CAR,22,36
2024,3,2024-09-22,SEA,MIA,24,3
2024,3,2024-09-22,ARI,DET,13,20
2024,3,2024-09-22,DAL,BAL,25,28
2024,3,2024-09-22,LAR,SF,27,24
2024,3,2024-09-22,ATL,KC,17,22
2024,3,2024-09-23,BUF,JAX,47,10
2024,3,2024-09-23,CIN,WAS,33,38
2024,4,2024-09-26,NYG,DAL,15,20
2024,4,2024-09-29,ATL,NO,26,24
2024,4,2024-09-29,CAR,CIN,24,34
2024,4,2024-09-29,CHI,LAR,24,18
2024,4,2024-09-29,IND,PIT,27,24
2024,4,2024-09-29,NYJ,DEN,9,10
2024,4,2024-09-29,GB,MIN,29,31
2024,4,2024-09-29,HOU,JAX,24,20
2024,4,2024-09-29,TB,PHI,33,16
2024,4,2024-09-29,ARI,WAS,14,42
2024,4,2024-09-29,SF,NE,30,13
2024,4,2024-09-29,LV,CLE,20,16
2024,4,2024-09-29,LAC,KC,10,17
2024,4,2024-09-29,BAL,BUF,35,10
2024,4,2024-09-30,MIA,TEN,12,31
2024,4,2024-09-30,DET,SEA,42,29
2024,5,2024-10-03,ATL,TB,36,30
2024,5,2024-10-06,MIN,NYJ,23,17
2024,5,2024-10-06,HOU,BUF,23,20
2024,5,2024-10-06,CHI,CAR,36,10
2024,5,2024-10-06,CIN,BAL,38,41
2024,5,2024-10-06,WAS,CLE,34,13
2024,5,2024-10-06,JAX,IND,37,34
2024,5,2024-10-06,NE,MIA,10,15
2024,5,2024-10-06,SF,ARI,23,24
2024,5,2024-10-06,DEN,LV,34,18
2024,5,2024-10-06,LAR,GB,19,24
2024,5,2024-10-06,SEA,NYG,20,29
2024,5,2024-10-06,PIT,DAL,17,20
2024,5,2024-10-07,KC,NO,26,13
2024,6,2024-10-10,SEA,SF,24,36
2024,6,2024-10-13,CHI,JAX,35,16
2024,6,2024-10-13,PHI,CLE,20,16
2024,6,2024-10-13,TEN,IND,17,20
2024,6,2024-10-13,GB,ARI,34,13
2024,6,2024-10-13,NE,HOU,21,41
2024,6,2024-10-13,NO,TB,27,51
2024,6,2024-10-13,BAL,WAS,30,23
2024,6,2024-10-13,DEN,LAC,16,23
2024,6,2024-10-13,LV,PIT,13,32
2024,6,2024-10-13,CAR,ATL,20,38
2024,6,2024-10-13,DAL,DET,9,47
2024,6,2024-10-13,NYG,CIN,7,17
2024,6,2024-10-14,NYJ,BUF,20,23
2024,7,2024-10-17,NO,DEN,10,33
2024,7,2024-10-20,JAX,NE,32,16
2024,7,2024-10-20,MIN,DET,29,31
2024,7,2024-10-20,ATL,SEA,14,34
2024,7,2024-10-20,BUF,TEN,34,10
2024,7,2024-10-20,CLE,CIN,14,21
2024,7,2024-10-20,IND,MIA,16,10
2024,7,2024-10-20,GB,HOU,24,22
2024,7,2024-10-20,NYG,PHI,3,28
2024,7,2024-10-20,WAS,CAR,40,7
2024,7,2024-10-20,LAR,LV,20,15
2024,7,2024-10-20,SF,KC,18,28
2024,7,2024-10-20,PIT,NYJ,37,15
2024,7,2024-10-21,TB,BAL,31,41
2024,7,2024-10-21,ARI,LAC,17,15
2024,8,2024-10-24,LAR,MIN,30,20
2024,8,2024-10-27,DET,TEN,52,14
2024,8,2024-10-27,TB,ATL,26,31
2024,8,2024-10-27,CIN,PHI,17,37
2024,8,2024-10-27,CLE,BAL,29,24
2024,8,2024-10-27,HOU,IND,23,20
2024,8,2024-10-27,MIA,ARI,27,28
2024,8,2024-10-27,JAX,GB,27,30
2024,8,2024-10-27,NE,NYJ,25,22
2024,8,2024-10-27,SEA,BUF,10,31
2024,8,2024-10-27,LAC,NO,26,8
2024,8,2024-10-27,WAS,CHI,18,15
2024,8,2024-10-27,LV,KC,20,27
2024,8,2024-10-27,DEN,CAR,28,14
2024,8,2024-10-27,SF,DAL,30,24
2024,8,2024-10-28,PIT,NYG,26,18
2024,9,2024-10-31,NYJ,HOU,21,13
2024,9,2024-11-03,ATL,DAL,27,21
2024,9,2024-11-03,BUF,MIA,30,27
2024,9,2024-11-03,CAR,NO,23,22
2024,9,2024-11-03,CIN,LV,41,24
2024,9,2024-11-03,CLE,LAC,10,27
2024,9,2024-11-03,BAL,DEN,41,10
2024,9,2024-11-03,TEN,NE,20,17
2024,9,2024-11-03,NYG,WAS,22,27
2024,9,2024-11-03,ARI,CHI,29,9
2024,9,2024-11-03,PHI,JAX,28,23
2024,9,2024-11-03,GB,DET,14,24
2024,9,2024-11-03,SEA,LAR,20,26
2024,9,2024-11-03,MIN,IND,21,13
2024,9,2024-11-04,KC,TB,30,24
2024,10,2024-11-07,BAL,CIN,35,34
2024,10,2024-11-10,CAR,NYG,20,17
2024,10,2024-11-10,CHI,NE,3,19
2024,10,2024-11-10,WAS,PIT,27,28
2024,10,2024-11-10,TB,SF,20,23
2024,10,2024-11-10,NO,ATL,20,17
2024,10,2024-11-10,IND,BUF,20,30
2024,10,2024-11-10,KC,DEN,16,14
2024,10,2024-11-10,JAX,MIN,7,12
2024,10,2024-11-10,LAC,TEN,27,17
2024,10,2024-11-10,DAL,PHI,6,34
2024,10,2024-11-10,ARI,NYJ,31,6
2024,10,2024-11-10,HOU,DET,23,26
2024,10,2024-11-11,LAR,MIA,15,23
2024,11,2024-11-14,PHI,WAS,26,18
2024,11,2024-11-17,CHI,GB,19,20
2024,11,2024-11-17,NO,CLE,35,14
2024,11,2024-11-17,DET,JAX,52,6
2024,11,2024-11-17,MIA,LV,34,19
2024,11,2024-11-17,TEN,MIN,13,23
2024,11,2024-11-17,PIT,BAL,18,16
2024,11,2024-11-17,NYJ,IND,27,28
2024,11,2024-11-17,NE,LAR,22,28
2024,11,2024-11-17,SF,SEA,17,20
2024,11,2024-11-17,DEN,ATL,38,6
2024,11,2024-11-17,BUF,KC,30,21
2024,11,2024-11-17,LAC,CIN,34,27
2024,11,2024-11-18,DAL,HOU,10,34
2024,12,2024-11-21,CLE,PIT,24,19
2024,12,2024-11-24,CAR,KC,27,30
2024,12,2024-11-24,CHI,MIN,27,30
2024,12,2024-11-24,WAS,DAL,26,34
2024,12,2024-11-24,MIA,NE,34,15
2024,12,2024-11-24,NYG,TB,7,30
2024,12,2024-11-24,IND,DET,6,24
2024,12,2024-11-24,HOU,TEN,27,32
2024,12,2024-11-24,LV,DEN,19,29
2024,12,2024-11-24,SEA,ARI,16,6
2024,12,2024-11-24,GB,SF,38,10
2024,12,2024-11-24,LAR,PHI,20,37
2024,12,2024-11-25,LAC,BAL,23,30
2024,13,2024-11-28,DET,CHI,23,20
2024,13,2024-11-28,DAL,NYG,27,20
2024,13,2024-11-28,GB,MIA,30,17
2024,13,2024-11-29,KC,LV,19,17
2024,13,2024-12-01,ATL,LAC,13,17
2024,13,2024-12-01,CIN,PIT,38,44
2024,13,2024-12-01,MIN,ARI,23,22
2024,13,2024-12-01,NYJ,SEA,21,26
2024,13,2024-12-01,WAS,TEN,42,19
2024,13,2024-12-01,NE,IND,24,25
2024,13,2024-12-01,JAX,HOU,20,23
2024,13,2024-12-01,CAR,TB,23,26
2024,13,2024-12-01,NO,LAR,14,21
2024,13,2024-12-01,BAL,PHI,19,24
2024,13,2024-12-01,BUF,SF,35,10
2024,13,2024-12-02,DEN,CLE,41,32
2024,14,2024-12-05,DET,GB,34,31
2024,14,2024-12-08,MIN,ATL,42,21
2024,14,2024-12-08,PHI,CAR,22,16
2024,14,2024-12-08,PIT,CLE,27,14
2024,14,2024-12-08,TEN,JAX,6,10
2024,14,2024-12-08,MIA,NYJ,32,26
2024,14,2024-12-08,NYG,NO,11,14
2024,14,2024-12-08,TB,LV,28,13
2024,14,2024-12-08,ARI,SEA,18,30
2024,14,2024-12-08,LAR,BUF,44,42
2024,14,2024-12-08,SF,CHI,38,13
2024,14,2024-12-08,KC,LAC,19,17
2024,14,2024-12-09,DAL,CIN,20,27
2024,15,2024-12-12,SF,LAR,6,12
2024,15,2024-12-15,CAR,DAL,14,30
2024,15,2024-12-15,TEN,CIN,27,37
2024,15,2024-12-15,CLE,KC,7,21
2024,15,2024-12-15,HOU,MIA,20,12
2024,15,2024-12-15,JAX,NYJ,25,32
2024,15,2024-12-15,NO,WAS,19,20
2024,15,2024-12-15,NYG,BAL,14,35
2024,15,2024-12-15,DET,BUF,42,48
2024,15,2024-12-15,DEN,IND,31,13
2024,15,2024-12-15,ARI,NE,30,17
2024,15,2024-12-15,PHI,PIT,27,13
2024,15,2024-12-15,LAC,TB,17,40
2024,15,2024-12-15,SEA,GB,13,30
2024,15,2024-12-16,MIN,CHI,30,12
2024,15,2024-12-16,LV,ATL,9,15
2024,16,2024-12-19,LAC,DEN,34,27
2024,16,2024-12-21,KC,HOU,27,19
2024,16,2024-12-21,BAL,PIT,34,17
2024,16,2024-12-22,ATL,NYG,34,7
2024,16,2024-12-22,CAR,ARI,36,30
2024,16,2024-12-22,CHI,DET,17,34
2024,16,2024-12-22,CIN,CLE,24,6
2024,16,2024-12-22,IND,TEN,38,30
2024,16,2024-12-22,NYJ,LAR,9,19
2024,16,2024-12-22,WAS,PHI,36,33
2024,16,2024-12-22,SEA,MIN,24,27
2024,16,2024-12-22,BUF,NE,24,21
2024,16,2024-12-22,LV,JAX,19,14
2024,16,2024-12-22,MIA,SF,29,17
2024,16,2024-12-22,DAL,TB,26,24
2024,16,2024-12-23,GB,NO,34,0
2024,17,2024-12-25,PIT,KC,10,29
2024,17,2024-12-25,HOU,BAL,2,31
2024,17,2024-12-26,CHI,SEA,3,6
2024,17,2024-12-28,NE,LAC,7,40
2024,17,2024-12-28,CIN,DEN,30,24
2024,17,2024-12-28,LAR,ARI,13,9
2024,17,2024-12-29,BUF,NYJ,40,14
2024,17,2024-12-29,TB,CAR,48,14
2024,17,2024-12-29,NYG,IND,45,33
2024,17,2024-12-29,PHI,DAL,41,7
2024,17,2024-12-29,JAX,TEN,20,13
